AFF_LOVE_POINT	Body za lásku: %d%%
TICKET_PRIORITY_HIGH	vysoká
TICKET_PRIORITY_MEDIUM	Støední
TICKET_PRIORITY_LOW	Nízká
TICKET_STATE_ON_HOLD	Otevøít
TICKET_STATE_CLOSED	Uzavøeno
TICKET_STATE_SOLVED	Vyøešeno
TICKET_ADD_NAME	Název:
TICKET_ADD_TITLE	Pøidat èlena
TICKET_ADD_ACCEPT	Pøijmout
TICKET_SEND	Odeslat
TICKET_TITLE	Podpora
TICKET_MY_TICKETS	Moje vstupenky
TICKET_ADMINISTRATION	Správa
TICKET_SORT_BY	Seøadit podle:
TICKET_ID	ID
TICKET_ID2	ID vstupenky
TICKET_ANSWERS	Odpovìdi
TICKET_TITLE_T	Název
TICKET_PRIORITY	Priorita
TICKET_DATE	Datum
TICKET_STATE	Stav
TICKET_CREATE_NEW	Vytvoøení nového tipu
TICKET_SEARCH	Vyhledávání podle ID:
TICKET_SEARCH_BUTTON	Vyhledat
TICKET_NAME	Název
TICKET_DELETE	Odstranìní èlena
TICKET_CHANGE_PERMISIONS	Zmìna oprávnìní
TICKET_ADD_MEMBER	Pøidání nového èlena
TICKET_REFRESH	Upgrade
TICKET_CATEGORY	Kategorie
TICKET_CATEGORY_0	Všechny
TICKET_CATEGORY_1	Návrhy
TICKET_CATEGORY_2	Chyby
TICKET_CATEGORY_3	Hacky
TICKET_CATEGORY_4	ItemShop
TICKET_DELETE_MEMBER	Odstranìní PJ
TICKET_NAME_MEMBER	Název PJ
TICKET_STATE_BY_DATE	Do %s v %s %s %s
TICKET_ID_NOT_FOUND	Nebyla nalezena ádná vstupenka s id %s.
TICKET_CAMP_CLEAN	Je tøeba správnì vyplnit pole.
MESSENGER_GM	Team
PVP_TOURNAMENT_CAMERA_CLOSE_AUTO	Sledování turnaje skonèilo, kamera se automaticky zavøela.
PVP_TOURNAMENT_CAMERA_TRY_NEAR	Mùete se zkusit pøiblíit k %s pro sledování!
PVP_TOURNAMENT_REMOVE_PLAYER	Chcete odstranit %s?
PVP_TOURNAMENT_PANEL_TITLE	Spuste PvP souboj s nastavením.
PVP_TOURNAMENT_PVP_TYPE	Typ PvP:
PVP_TOURNAMENT_ALL_CHARACTER	Všechny postavy
PVP_TOURNAMENT_ONLY_WARRIOR	Pouze bojovník
PVP_TOURNAMENT_ONLY_ASSASSIN	Pouze Assassin
PVP_TOURNAMENT_ONLY_SURA	Pouze Sura
PVP_TOURNAMENT_ONLY_SHAMAN	Pouze šaman
PVP_TOURNAMENT_MIN_LEVEL	Min. Úroveò:
PVP_TOURNAMENT_MAX_LEVEL	Max. Úroveò:
PVP_TOURNAMENT_MAX_REGISTER	Maximální registr:
PVP_TOURNAMENT_REGISTER_TIME	Èas(minuta):
PVP_TOURNAMENT_PVP_BET	Sázka na PvP:
PVP_TOURNAMENT_PROBLEM_PVP_TYPE	Nìco špatného v pvpType
PVP_TOURNAMENT_PROBLEM_MIN_LEVEL	Nìco špatného v minLevel
PVP_TOURNAMENT_PROBLEM_MAX_LEVEL	Nìco špatnì v maxLevel
PVP_TOURNAMENT_PROBLEM_REGISTER_COUNT	Nìco špatnì v registerCount
PVP_TOURNAMENT_PROBLEM_REGISTER_TIME	Nìco špatnì v registerTime
PVP_TOURNAMENT_PROBLEM_BET_PRICE	Nìco špatnì v betPrice
MISSION_BOOOK_TITLE	Kniha misí [F11]
ATTR_TOOLTIP_LIST_TITLE	Pravdìpodobnost okouzlení
ATTR_TOOLTIP_LIST_1	Pokud kouzlo sele, pøedmìt bude znièen.
ATTR_ENCHANT_DIALOG_QUESTION	Jste si jisti, e chcete tento pøedmìt oèarovat?
NEW_AFFECT_SUNGMA_POTION_STR	SungMa STR	SNA
NEW_AFFECT_SUNGMA_POTION_VIT	SungMa VIT	SNA
NEW_AFFECT_SUNGMA_POTION_RES	SungMa RES	SNA
NEW_AFFECT_SUNGMA_POTION_INT	SungMa INT	SNA
TELEPORT_WINDOW_BACK_BUTTON_TOOLTIP	Zpìt na hlavní stránku
TELEPORT_WINDOW_CLASS_0	Království
TELEPORT_WINDOW_CLASS_1	Dungeon
TELEPORT_WINDOW_CLASS_2	Beta
TELEPORT_WINDOW_CLASS_3	Ostatní
TELEPORT_WINDOW_CONFIRM_WARP	Jsi si jistı, e se chceš teleportovat do |cff58aa51%s?
TELEPORT_WINDOW_ITEM_ICON_TOOLTIP	Poadovaná poloka
TELEPORT_WINDOW_ITEM_REQ	Poadovaná poloka: |cff24ff00%s|h|r
TELEPORT_WINDOW_ITEM_REQ_DESC_0	Poloku mùete získat od
TELEPORT_WINDOW_ITEM_REQ_DESC_1	Pøíšery a boss
TELEPORT_WINDOW_LEVEL_ICON_TOOLTIP	Poadovaná úroveò (Min-Max)
TELEPORT_WINDOW_LEVEL_REQ	Minimum: |cff24ff00%d|h|r / Maximum: |cff24ff00%d|h|r
TELEPORT_WINDOW_MONEY_ICON_TOOLTIP	Náklady na teleportaci (Yang)
TELEPORT_WINDOW_MONEY_REQ	Yang: |cff24ff00%s|h|r
TELEPORT_WINDOW_NO_ITEM_REQ	Teleportovat se mùete zdarma!
TELEPORT_WINDOW_UNSELECTED_MAP_INDEX	Vyberte mapu!
BLACKJACK_DEALER	BOT
BLACKJACK_ME	Já
BLACKJACK_REWARD	Odmìna
BLACKJACK_DEAL	Nabídka
BLACKJACK_STAND	Stát
BLACKJACK_NEWCARD	Chci kartu
BLACKJACK_STARTGAME	Zahájení hry
SAVED_ACCOUNT_EMPTY_TEXT	Volnı Slot
LOGIN_FAILURE_ALREADY	Váš úèet je ji pøipojen.
YOU_CANNOT_DELETE_EMPTY_ACCOUNT	Nelze uloit prázdnı úèet.
YOU_CANNOT_SAVE_THIS_ACCOUNT	Tento úèet nelze uloit.
YOU_DELETED_ACCOUNT_SUCCESFULLY	Úèet byl úspìšnì smazán.
YOU_SAVED_ACCOUNT_SUCCESSFULLY	Úèet byl úspìšnì uloen.
LOGIN_ACCOUNT_LOAD	Úèet byl úspìšnì uloen.
LOGIN_FAILURE_VERS	Aktualizace klienta.
LOGIN_FAILURE_PIN	Nesprávné heslo PIN.
SELECT_NOT_JOIN_GUILD	ádnı cech
LOGIN_FAILURE_BLOCK_ROUTHER	Z tohoto poèítaèe nelze ke høe pøistupovat.
LOGIN_FAILURE_NOACTIVE	Váš úèet ještì není aktivován. Zkontrolujte své e-maily.
LOGIN_FAILURE_STREDA	Probíhá støedeèní pravidelná údrba hry.
LOGIN_FAILURE_RESETSVR	Server se spouští 17.04.2018 v 18:00.
LOGIN_FAILURE_UDRZBA	Momentálnì probíhá údrba serveru. Zkuste to za chvíli.
LOGINTEXT0	K uloení úètu je nutné vyplnit všechny údaje.
LOGINTEXT1	Údaje o úètu byly uloeny.
LOGINTEXT2	Údaje o úètu byly odstranìny.
LOGINVYBRATJAZYK	Vyberte si jazyk:
NEW_AFFECT_SKILL_TREE	Strom dovedností	SNA
NEW_AFFECT_AUTO_METIN_FARM	Premium Metin farm	SNA
SELECT_EMPIRE	Vyberte si své království!
ASBEL	Království Shinsoo!
RAKSA	Království Chunjo!
MONSTER	Království Jinno!
EMPIRE_A	Království Shinsoo
EMPIRE_B	Království Chunjo
EMPIRE_C	Království Jinno
DELETE_FAIL	Úèet se nepodaøilo smazat!
SAVE_SUCCESFULLY	Úèet úspìšnì uloen!
SAVE_FAIL	Úèet se nepodaøilo uloit!
WARRIOR_M	Váleèník(M)
WARRIOR_W	Váleèník()
NINJA_M	Ninja(M)
NINJA_W	Ninja()
SURA_M	Sura(M)
SURA_W	Sura()
SHAMAN_M	Šaman(M)
SHAMAN_W	Šaman()
INTELLIGENCE	INT
STRENGHT	STR
VITALITY	VIT
DEXTERITY	DEX
SERVERORCHANNEL	Server/kanál
BACKGROUND	Zobrazit obrázek na pozadí
ANIMATIONN	animovaná animace
ANIMATION	animovaná animace
NOTIFICATION_1	Pro vıbìr znakù pouijte klávesy 1,2,3,4.
NOTIFICATION_2	Stisknìte ESC pro ukonèení hry.
NAME	Jméno:  
STATUS	Status
CONFIRM	Hrát
CREATOR	 2024
VERSION	Nethis
CREATE_ACCOUNT	Vytvoøit úèet!
FORGOT_PASSWORD	Zapomnìli jste heslo?
SIGN_IN	Pøihlásit se!
ACCOUNT_1	 Kanál 1
ACCOUNT_2	 Kanál 2
ACCOUNT_3	 Kanál 3
ACCOUNT_4	 Kanál 4
PW_HOLD	Heslo
ID_HOLD	Uivatelské jméno
NEW_AFFECT_AUTO_HUNT	Auto Hunt	SNA
BOS_SLOT	Volnı Slot
NEW_AFFECT_CRYSTAL	Energy Crystal	SNA
ALIGN_BONUS_GOOD_7_A	Yükselen Maks HP: +3000
ALIGN_BONUS_GOOD_7_B	Yükselen Metin Hasarı: +%20
ALIGN_BONUS_GOOD_6_A	Yükselen Maks HP: +2500
ALIGN_BONUS_GOOD_6_B	Yükselen Metin Hasarı: +%18
ALIGN_BONUS_GOOD_5_A	Yükselen Maks HP: +2000
ALIGN_BONUS_GOOD_5_B	Yükselen Metin Hasarı: +%15
ALIGN_BONUS_GOOD_4_A	Yükselen Maks HP: +1500
ALIGN_BONUS_GOOD_4_B	Yükselen Metin Hasarı: +%12
ALIGN_BONUS_GOOD_3_A	Yükselen Maks HP: +1000
ALIGN_BONUS_GOOD_3_B	Yükselen Metin Hasarı: +%10
ALIGN_BONUS_GOOD_2_A	Yükselen Maks HP: +750
ALIGN_BONUS_GOOD_2_B	Yükselen Metin Hasarı: +%7
ALIGN_BONUS_GOOD_1_A	Yükselen Maks HP: +500
ALIGN_BONUS_GOOD_1_B	Yükselen Metin Hasarı: +%5
ADVANCE_SKILL_SELECT_TITLE	Unknown\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tUnknown
ADVANCE_SKILL_SELECT_TITLE2	Vyberte schopnosti
ADVANCE_SKILL_SELECT_DESC	|cFFffbf00|h Gratulujeme![ENTER]--------------------------|h[ENTER]Nyní jste se stali[ENTER]dost silnımi, abyste [ENTER] ovládnìte váleèná umìní![ENTER]Vybírejte peèlivì![ENTER][ENTER]Tip: Šipka na[ENTER]postranních ikonách, abyste tomu[ENTER]lépe porozumìli.
ADVANCE_SKILL_SELECT_WARRIOR_SKILL_IMG_DESC_LEFT	- Má 6 shopnost Síla ivota.
ADVANCE_SKILL_SELECT_WARRIOR_SKILL_IMG_DESC_RIGHT	- Má 6 shopnost hnoucí meè.
ADVANCE_SKILL_SELECT_ASSASSIN_SKILL_IMG_DESC_LEFT	- Má 6 shopnost Záludnı jed.
ADVANCE_SKILL_SELECT_ASSASSIN_SKILL_IMG_DESC_RIGHT	- Má 6 shopnost Jiskru.
ADVANCE_SKILL_SELECT_SURA_SKILL_IMG_DESC_LEFT	-Nemá 6 schopnost.
ADVANCE_SKILL_SELECT_SURA_SKILL_IMG_DESC_RIGHT	-Nemá 6 schopnost.
ADVANCE_SKILL_SELECT_SHAMAN_SKILL_IMG_DESC_LEFT	-Nemá 6 schopnost.
ADVANCE_SKILL_SELECT_SHAMAN_SKILL_IMG_DESC_RIGHT	-Nemá 6 schopnost.
ADVANCE_SKILL_SELECT_CLOSE_NOTICE	Kdy jste se rozhodli pro svou volbu, staèí pøelogovat postavu! Na další pokroèilé úrovni se okno automaticky zruší.
ADVANCE_SKILL_SELECT_FINAL_ANSWER	Jste si touto volbou jistı?
MODE_DOGS	Psí reim
